loan_id,customer_id,application_date,loan_amount,interest_rate,term_months,product_type,default_flag
L001455,C000398,2018-10-31,32686.01,4.39,12,BIKE_LOAN,false
L001456,C000362,2023-11-06,16336.14,7.55,72,PERSONAL_LOAN,true
L001457,C000325,2018-02-02,13328.38,6.02,24,PERSONAL_LOAN,false
L001458,C000241,2019-09-13,23349.3,3.62,48,BIKE_LOAN,false
L001459,C000326,2018-12-30,42934.98,7.64,72,CAR_LOAN,true
L001460,C000035,2023-07-03,26424.96,3.75,24,CAR_LOAN,false
L001461,C000135,2024-11-17,18972.19,6.0,72,BIKE_LOAN,false
L001462,C000337,2020-01-08,39871.37,7.54,36,PERSONAL_LOAN,false
L001463,C000408,2022-05-26,28109.37,5.76,36,CAR_LOAN,false
L001464,C000494,2021-03-22,20622.95,5.18,24,PERSONAL_LOAN,false
L001465,C000091,2023-03-19,43165.25,6.46,36,PERSONAL_LOAN,false
L001466,C000066,2023-06-05,38285.07,7.68,60,BIKE_LOAN,false
L001467,C000015,2021-04-06,14252.8,3.79,48,CAR_LOAN,false
L001468,C000166,2020-12-07,31349.54,4.97,48,BIKE_LOAN,false
L001469,C000468,2018-08-12,14269.32,6.87,36,PERSONAL_LOAN,false
L001470,C000158,2023-01-08,20212.08,5.94,24,PERSONAL_LOAN,false
L001471,C000321,2019-03-28,42810.87,6.18,36,CAR_LOAN,false
L001472,C000011,2018-03-28,36701.34,3.04,72,BIKE_LOAN,false
L001473,C000393,2024-03-14,5665.52,2.8,24,BIKE_LOAN,false
L001474,C000081,2024-01-04,19612.1,6.81,36,CAR_LOAN,false
L001475,C000170,2022-08-21,12055.83,6.9,12,CAR_LOAN,false
L001476,C000387,2023-11-27,7305.87,4.89,48,CAR_LOAN,false
L001477,C000155,2018-04-10,12660.22,7.13,24,CAR_LOAN,false
L001478,C000064,2022-03-28,30521.59,3.29,72,BIKE_LOAN,false
L001479,C000040,2018-10-30,24189.41,6.72,72,BIKE_LOAN,true
L001480,C000381,2024-01-28,28404.62,3.41,72,PERSONAL_LOAN,false
L001481,C000100,2024-10-16,39090.73,7.21,48,PERSONAL_LOAN,false
L001482,C000155,2021-01-27,22274.04,3.1,72,PERSONAL_LOAN,false
L001483,C000150,2022-10-26,6908.62,8.3,60,BIKE_LOAN,false
L001484,C000465,2023-12-25,24276.93,4.79,48,PERSONAL_LOAN,false
L001485,C000191,2024-02-17,33012.31,5.21,60,CAR_LOAN,false
L001486,C000119,2023-01-06,18532.51,5.88,72,BIKE_LOAN,false
L001487,C000415,2018-12-09,7006.34,3.52,48,PERSONAL_LOAN,false
L001488,C000073,2022-07-10,28892.52,5.34,72,PERSONAL_LOAN,false
L001489,C000031,2023-07-15,13585.0,4.37,36,CAR_LOAN,true
L001490,C000353,2024-05-04,28146.66,7.73,36,PERSONAL_LOAN,false
L001491,C000288,2023-06-25,25914.73,4.38,72,CAR_LOAN,false
L001492,C000363,2023-06-02,24606.11,7.65,72,CAR_LOAN,false
L001493,C000218,2018-11-14,18778.81,7.04,24,PERSONAL_LOAN,false
L001494,C000086,2020-03-19,21379.25,8.33,12,BIKE_LOAN,false
L001495,C000321,2023-11-19,23462.12,6.99,60,BIKE_LOAN,false
L001496,C000152,2019-04-27,21290.13,4.27,72,BIKE_LOAN,false
L001497,C000315,2022-03-03,26680.04,3.5,36,PERSONAL_LOAN,false
L001498,C000412,2024-11-19,42983.81,4.73,60,BIKE_LOAN,false
L001499,C000108,2021-09-14,41937.34,6.82,24,CAR_LOAN,false
L001500,C000425,2023-04-25,3412.49,5.0,24,BIKE_LOAN,false
L001501,C000003,2021-07-01,32461.51,3.7,12,PERSONAL_LOAN,false
L001502,C000049,2018-09-08,29248.86,6.07,12,BIKE_LOAN,false
L001503,C000453,2020-07-14,17488.21,2.58,24,BIKE_LOAN,false
L001504,C000467,2022-10-12,27547.67,4.33,60,BIKE_LOAN,false
L001505,C000288,2024-01-26,29947.17,3.72,60,CAR_LOAN,false
L001506,C000111,2021-02-20,10489.66,5.88,24,PERSONAL_LOAN,false
L001507,C000393,2022-04-18,16866.73,7.13,60,PERSONAL_LOAN,false
L001508,C000414,2024-11-27,31076.87,5.34,24,CAR_LOAN,false
L001509,C000111,2019-01-10,42040.98,6.19,24,CAR_LOAN,false
L001510,C000001,2021-08-17,6267.07,8.32,24,PERSONAL_LOAN,false
L001511,C000218,2023-04-17,16737.75,5.5,12,CAR_LOAN,false
L001512,C000194,2022-04-29,32662.27,4.63,60,BIKE_LOAN,false
L001513,C000453,2024-10-15,38372.03,8.23,72,BIKE_LOAN,false
L001514,C000431,2022-11-26,26540.41,5.44,36,PERSONAL_LOAN,false
L001515,C000461,2022-11-19,30387.87,3.57,36,BIKE_LOAN,false
L001516,C000178,2022-10-04,11978.76,5.86,24,BIKE_LOAN,false
L001517,C000478,2018-02-13,11225.12,4.67,24,CAR_LOAN,false
L001518,C000169,2019-01-21,41263.71,7.99,60,CAR_LOAN,false
L001519,C000018,2021-01-31,29950.31,4.89,72,PERSONAL_LOAN,false
L001520,C000321,2018-08-23,43787.91,7.44,72,BIKE_LOAN,false
L001521,C000324,2023-02-05,23592.62,5.34,72,PERSONAL_LOAN,false
L001522,C000020,2022-02-22,4211.15,7.87,24,PERSONAL_LOAN,false
L001523,C000446,2019-06-24,6478.63,7.5,12,CAR_LOAN,false
L001524,C000364,2018-09-13,16197.94,7.65,36,CAR_LOAN,false
L001525,C000378,2018-03-10,16971.93,6.53,36,PERSONAL_LOAN,false
L001526,C000301,2022-02-09,24686.3,8.14,48,BIKE_LOAN,false
L001527,C000343,2018-09-09,5728.11,7.45,60,CAR_LOAN,false
L001528,C000043,2019-12-08,21622.75,4.15,24,PERSONAL_LOAN,false
L001529,C000089,2018-01-14,16068.91,5.86,12,BIKE_LOAN,false
L001530,C000429,2018-12-19,26779.95,5.28,12,CAR_LOAN,false
L001531,C000045,2020-01-31,16335.05,6.26,12,CAR_LOAN,false
L001532,C000112,2022-03-15,22334.66,7.76,24,BIKE_LOAN,false
L001533,C000329,2020-02-22,34391.15,6.93,36,CAR_LOAN,false
L001534,C000147,2019-12-31,14716.46,5.89,48,CAR_LOAN,false
L001535,C000140,2020-03-27,10438.71,4.27,72,BIKE_LOAN,false
L001536,C000251,2021-12-25,27305.24,4.59,72,PERSONAL_LOAN,false
L001537,C000324,2019-11-30,4542.71,7.51,48,CAR_LOAN,false
L001538,C000108,2022-11-13,17570.7,7.37,36,CAR_LOAN,false
L001539,C000496,2023-08-26,26167.67,6.96,36,CAR_LOAN,false
L001540,C000108,2020-11-23,12166.71,4.07,12,PERSONAL_LOAN,false
L001541,C000096,2023-05-01,8872.24,6.02,36,PERSONAL_LOAN,false
L001542,C000302,2018-05-19,16539.63,3.13,36,CAR_LOAN,false
L001543,C000244,2021-10-02,17140.22,7.92,24,BIKE_LOAN,false
L001544,C000240,2024-02-18,10818.75,2.63,60,BIKE_LOAN,false
L001545,C000356,2022-11-17,33700.1,5.34,24,BIKE_LOAN,false
L001546,C000308,2021-10-15,23267.42,4.91,12,CAR_LOAN,false
L001547,C000462,2023-09-08,7529.92,5.06,36,PERSONAL_LOAN,false
L001548,C000015,2019-11-03,24512.58,8.03,60,PERSONAL_LOAN,false
L001549,C000102,2024-05-15,34577.7,3.28,36,CAR_LOAN,false
L001550,C000159,2019-08-03,36662.56,5.25,24,BIKE_LOAN,true
L001551,C000076,2020-03-31,40084.1,4.31,12,CAR_LOAN,false
L001552,C000105,2022-11-24,6787.01,3.97,72,PERSONAL_LOAN,false
L001553,C000192,2018-01-21,23048.45,4.57,48,PERSONAL_LOAN,false
L001554,C000358,2020-05-20,41338.99,6.51,48,PERSONAL_LOAN,false
L001555,C000470,2019-01-28,19278.1,4.41,24,BIKE_LOAN,false
L001556,C000460,2021-03-05,37431.23,6.88,48,PERSONAL_LOAN,false
L001557,C000037,2021-11-21,23508.99,6.94,60,CAR_LOAN,false
L001558,C000312,2019-12-31,35249.44,4.71,36,PERSONAL_LOAN,false
L001559,C000313,2024-09-20,34570.75,7.99,72,CAR_LOAN,false
L001560,C000097,2018-07-01,11871.76,5.11,36,BIKE_LOAN,false
L001561,C000218,2019-09-10,14968.49,4.82,48,CAR_LOAN,false
L001562,C000489,2022-09-24,10539.75,4.89,60,CAR_LOAN,false
L001563,C000043,2021-11-19,31814.76,3.11,48,CAR_LOAN,false
L001564,C000066,2024-06-11,24292.76,6.62,12,BIKE_LOAN,false
L001565,C000344,2022-07-04,20743.2,2.83,48,BIKE_LOAN,false
L001566,C000060,2024-10-08,36899.25,7.95,60,BIKE_LOAN,false
L001567,C000365,2021-10-04,38455.07,8.33,12,CAR_LOAN,false
L001568,C000273,2022-04-20,39553.2,2.98,12,BIKE_LOAN,false
L001569,C000363,2024-08-14,13829.14,5.59,60,PERSONAL_LOAN,false
L001570,C000223,2018-07-18,22520.05,2.74,48,BIKE_LOAN,false
L001571,C000456,2024-09-20,31828.28,4.01,36,PERSONAL_LOAN,false
L001572,C000420,2018-04-07,25795.44,3.57,36,BIKE_LOAN,true
L001573,C000167,2021-05-04,29711.27,6.07,36,PERSONAL_LOAN,true
L001574,C000379,2022-06-11,13442.32,3.0,12,CAR_LOAN,false
L001575,C000325,2023-07-15,21106.22,4.15,48,PERSONAL_LOAN,false
L001576,C000471,2023-11-15,26900.87,2.74,36,BIKE_LOAN,true
L001577,C000312,2019-02-19,19040.35,8.38,12,BIKE_LOAN,false
L001578,C000384,2021-05-21,20746.26,2.63,72,BIKE_LOAN,false
L001579,C000381,2018-11-21,38147.84,5.1,12,CAR_LOAN,false
L001580,C000156,2024-11-26,24589.66,7.63,24,PERSONAL_LOAN,false
L001581,C000192,2024-06-06,22862.57,7.06,48,BIKE_LOAN,false
L001582,C000399,2020-01-31,14627.86,6.53,60,BIKE_LOAN,false
L001583,C000348,2021-03-13,14452.53,4.94,12,BIKE_LOAN,false
L001584,C000141,2020-12-29,22422.53,7.24,72,BIKE_LOAN,false
L001585,C000116,2018-03-16,32778.36,3.83,60,BIKE_LOAN,false
L001586,C000312,2023-03-02,27692.39,6.31,36,PERSONAL_LOAN,false
L001587,C000477,2024-04-03,3527.82,4.54,36,BIKE_LOAN,false
L001588,C000438,2023-08-06,11846.77,6.69,72,BIKE_LOAN,false
L001589,C000017,2024-05-29,43644.39,6.29,60,BIKE_LOAN,false
L001590,C000383,2023-12-10,18506.04,4.25,36,BIKE_LOAN,false
L001591,C000016,2019-10-01,29244.23,3.5,36,PERSONAL_LOAN,false
L001592,C000392,2018-04-06,34558.31,4.2,72,BIKE_LOAN,false
L001593,C000193,2024-01-11,8531.29,6.14,12,CAR_LOAN,false
L001594,C000109,2019-03-30,26971.29,3.57,24,PERSONAL_LOAN,false
L001595,C000282,2022-08-01,17785.03,3.81,60,BIKE_LOAN,false
L001596,C000186,2019-03-09,30897.85,6.62,72,PERSONAL_LOAN,false
L001597,C000275,2023-12-22,19471.28,7.65,48,BIKE_LOAN,false
L001598,C000474,2023-01-15,9592.65,7.74,48,BIKE_LOAN,true
L001599,C000425,2021-09-30,35043.27,6.44,72,CAR_LOAN,false
L001600,C000335,2022-09-09,43918.39,4.96,72,CAR_LOAN,false
L001601,C000071,2024-11-02,29036.65,8.49,60,PERSONAL_LOAN,false
L001602,C000485,2018-04-04,16650.85,4.0,60,PERSONAL_LOAN,false
L001603,C000047,2022-02-25,3954.22,6.11,72,BIKE_LOAN,false
L001604,C000443,2020-03-01,38712.98,3.47,36,PERSONAL_LOAN,false
L001605,C000090,2023-04-19,42359.92,8.03,36,CAR_LOAN,false
L001606,C000458,2018-05-07,11694.31,5.27,24,PERSONAL_LOAN,false
L001607,C000124,2019-12-26,43857.82,5.5,12,PERSONAL_LOAN,false
L001608,C000447,2019-10-15,13284.27,6.83,12,CAR_LOAN,false
L001609,C000350,2022-07-23,39416.63,8.47,48,CAR_LOAN,false
L001610,C000491,2020-12-01,40101.0,5.72,72,PERSONAL_LOAN,false
L001611,C000274,2018-04-08,21417.89,7.47,12,BIKE_LOAN,false
L001612,C000425,2018-06-13,18261.68,6.8,60,PERSONAL_LOAN,false
L001613,C000220,2019-05-24,7352.17,7.58,60,CAR_LOAN,false
L001614,C000188,2022-08-19,30574.55,3.35,24,BIKE_LOAN,false
L001615,C000050,2021-09-13,29965.49,2.94,72,BIKE_LOAN,false
L001616,C000388,2020-11-30,17382.6,6.64,36,BIKE_LOAN,false
L001617,C000291,2021-02-01,27965.98,7.07,24,PERSONAL_LOAN,false
L001618,C000114,2022-02-28,26668.66,6.78,36,PERSONAL_LOAN,false
L001619,C000325,2021-06-02,22961.96,5.14,36,CAR_LOAN,false
L001620,C000356,2019-06-11,9154.1,4.25,48,BIKE_LOAN,false
L001621,C000015,2020-05-16,27495.68,3.39,12,BIKE_LOAN,false
L001622,C000261,2023-10-18,20045.47,6.21,24,BIKE_LOAN,false
L001623,C000301,2023-08-15,16200.44,4.75,48,PERSONAL_LOAN,false
L001624,C000269,2023-05-29,10366.27,7.88,12,PERSONAL_LOAN,false
L001625,C000176,2020-07-09,15990.95,3.85,36,PERSONAL_LOAN,false
L001626,C000405,2019-05-05,30299.86,4.64,48,PERSONAL_LOAN,false
L001627,C000465,2018-02-19,38279.04,7.57,60,CAR_LOAN,false
L001628,C000187,2018-05-15,19736.63,3.09,36,PERSONAL_LOAN,false
L001629,C000284,2023-12-31,38557.44,5.73,12,CAR_LOAN,false
L001630,C000268,2020-10-12,13277.07,7.28,24,PERSONAL_LOAN,false
L001631,C000440,2020-09-30,12590.28,6.8,24,CAR_LOAN,false
L001632,C000137,2024-03-10,14654.02,6.96,72,CAR_LOAN,false
L001633,C000068,2023-11-11,15715.96,3.75,24,PERSONAL_LOAN,false
L001634,C000245,2023-03-17,7127.35,7.79,12,BIKE_LOAN,false
L001635,C000038,2020-03-15,23088.56,5.15,48,CAR_LOAN,false
L001636,C000302,2020-05-30,28128.34,4.3,12,PERSONAL_LOAN,false
L001637,C000464,2019-04-02,33239.22,5.16,72,CAR_LOAN,false
L001638,C000326,2024-11-21,34732.81,8.45,36,BIKE_LOAN,false
L001639,C000253,2019-12-25,16802.85,5.4,36,PERSONAL_LOAN,false
L001640,C000445,2023-12-20,13458.92,4.15,60,PERSONAL_LOAN,false
L001641,C000226,2019-04-02,44043.62,8.17,48,CAR_LOAN,false
L001642,C000499,2023-09-19,22761.27,3.48,12,BIKE_LOAN,false
L001643,C000049,2022-12-21,17382.13,6.62,24,CAR_LOAN,false
L001644,C000391,2020-08-07,11955.09,5.51,36,PERSONAL_LOAN,false
L001645,C000351,2021-05-14,41957.16,3.76,72,CAR_LOAN,false
L001646,C000099,2022-06-11,36004.07,7.61,60,PERSONAL_LOAN,false
L001647,C000490,2023-10-17,44208.49,6.42,48,PERSONAL_LOAN,false
L001648,C000478,2020-12-12,22823.23,7.64,36,BIKE_LOAN,false
L001649,C000171,2021-12-20,37827.71,4.39,36,BIKE_LOAN,false
L001650,C000391,2022-09-05,3238.25,8.14,12,BIKE_LOAN,false
L001651,C000413,2019-07-28,43949.4,7.1,12,PERSONAL_LOAN,false
L001652,C000339,2020-11-14,15381.47,4.74,36,BIKE_LOAN,false
L001653,C000167,2024-04-04,26518.84,3.7,24,PERSONAL_LOAN,false
L001654,C000439,2021-01-27,7487.05,3.96,36,PERSONAL_LOAN,false
L001655,C000370,2024-08-25,22734.61,8.33,12,PERSONAL_LOAN,false
L001656,C000492,2023-06-18,13493.54,8.42,60,BIKE_LOAN,false
L001657,C000029,2021-11-04,14593.94,4.72,36,CAR_LOAN,false
L001658,C000451,2018-10-31,16630.91,7.15,48,CAR_LOAN,false
L001659,C000302,2021-05-09,27111.7,5.87,48,CAR_LOAN,false
L001660,C000280,2020-12-03,26380.33,7.4,72,CAR_LOAN,false
L001661,C000395,2018-10-06,39570.46,6.7,72,BIKE_LOAN,false
L001662,C000185,2023-01-01,34385.47,3.79,36,BIKE_LOAN,false
L001663,C000186,2021-09-26,11357.38,8.33,36,BIKE_LOAN,false
L001664,C000478,2018-04-05,8891.34,6.35,48,BIKE_LOAN,false
L001665,C000409,2018-07-16,37930.33,2.86,60,BIKE_LOAN,true
L001666,C000224,2018-05-12,43311.11,7.74,36,PERSONAL_LOAN,false
L001667,C000295,2021-09-29,29643.7,6.91,60,CAR_LOAN,false
L001668,C000400,2019-04-06,25334.02,7.29,12,PERSONAL_LOAN,false
L001669,C000313,2020-02-21,34580.11,7.1,48,BIKE_LOAN,false
L001670,C000456,2019-09-16,30318.64,2.94,72,PERSONAL_LOAN,false
L001671,C000271,2022-11-07,40354.67,4.91,36,CAR_LOAN,false
L001672,C000200,2018-03-19,3358.59,4.43,24,BIKE_LOAN,false
L001673,C000300,2021-08-30,25359.3,6.42,24,PERSONAL_LOAN,false
L001674,C000458,2024-06-20,9409.4,7.14,24,BIKE_LOAN,false
L001675,C000014,2023-12-25,28280.7,7.57,24,PERSONAL_LOAN,false
L001676,C000036,2021-09-03,39563.35,8.07,72,CAR_LOAN,false
L001677,C000084,2022-10-04,44622.15,3.9,24,BIKE_LOAN,true
L001678,C000450,2022-12-06,8170.62,8.19,12,BIKE_LOAN,false
L001679,C000438,2020-05-04,18977.5,5.18,48,CAR_LOAN,false
L001680,C000195,2024-08-14,37208.98,3.06,24,PERSONAL_LOAN,false
L001681,C000371,2023-10-17,8111.56,7.04,12,BIKE_LOAN,false
L001682,C000184,2021-07-21,20435.37,3.76,12,PERSONAL_LOAN,false
L001683,C000131,2023-09-15,7703.68,5.24,12,BIKE_LOAN,false
L001684,C000205,2019-02-14,17896.61,8.17,12,BIKE_LOAN,false
L001685,C000334,2021-05-16,12633.07,6.71,72,PERSONAL_LOAN,false
L001686,C000449,2023-04-15,3665.7,8.29,72,PERSONAL_LOAN,false
L001687,C000024,2019-07-31,38591.42,3.56,12,CAR_LOAN,false
L001688,C000072,2023-04-09,35016.09,2.87,24,PERSONAL_LOAN,false
L001689,C000191,2024-12-04,20424.81,3.44,24,CAR_LOAN,false
L001690,C000495,2019-09-13,34162.6,7.36,24,BIKE_LOAN,false
L001691,C000057,2019-10-28,4259.17,3.72,48,PERSONAL_LOAN,false
L001692,C000431,2020-12-22,29120.37,2.67,12,BIKE_LOAN,true
L001693,C000241,2018-05-21,33867.94,3.37,48,CAR_LOAN,false
L001694,C000391,2024-09-17,33345.95,3.52,12,CAR_LOAN,false
L001695,C000115,2019-01-13,20635.08,2.9,48,BIKE_LOAN,false
L001696,C000439,2024-01-08,21497.46,7.64,72,CAR_LOAN,false
L001697,C000241,2020-11-18,8384.34,6.44,36,PERSONAL_LOAN,false
L001698,C000050,2023-05-12,23697.67,7.49,60,CAR_LOAN,false
L001699,C000264,2019-06-16,36828.79,3.36,72,CAR_LOAN,false
L001700,C000368,2022-07-13,14856.59,6.19,24,CAR_LOAN,false
L001701,C000374,2021-05-18,16802.28,8.34,72,PERSONAL_LOAN,false
L001702,C000296,2020-12-28,34915.53,3.29,48,BIKE_LOAN,false
L001703,C000297,2018-05-21,34413.31,7.3,72,CAR_LOAN,false
L001704,C000094,2018-02-28,9004.09,2.7,24,CAR_LOAN,false
L001705,C000006,2024-06-01,23192.61,7.65,24,PERSONAL_LOAN,false
L001706,C000498,2024-06-22,20037.59,8.46,48,PERSONAL_LOAN,false
L001707,C000226,2019-04-28,34288.34,6.43,60,BIKE_LOAN,false
L001708,C000457,2020-02-03,13721.95,7.34,48,PERSONAL_LOAN,false
L001709,C000050,2021-11-03,35057.31,4.08,36,BIKE_LOAN,false
L001710,C000494,2024-02-04,8301.58,3.86,48,CAR_LOAN,false
L001711,C000365,2021-04-26,8304.57,4.59,48,BIKE_LOAN,false
L001712,C000482,2018-12-06,43584.29,8.33,24,BIKE_LOAN,false
L001713,C000454,2023-09-24,11184.88,7.54,24,CAR_LOAN,false
L001714,C000382,2021-12-20,25074.14,7.18,60,PERSONAL_LOAN,false
L001715,C000410,2023-12-24,18231.56,3.88,60,CAR_LOAN,false
L001716,C000052,2019-11-10,29666.11,7.65,24,PERSONAL_LOAN,false
L001717,C000483,2024-11-02,20808.66,3.71,12,BIKE_LOAN,false
L001718,C000462,2023-11-08,43824.37,7.86,48,BIKE_LOAN,false
L001719,C000481,2021-05-13,3014.85,4.01,60,PERSONAL_LOAN,false
L001720,C000473,2024-11-16,27947.37,2.9,48,CAR_LOAN,false
L001721,C000422,2019-10-19,35112.9,7.34,24,BIKE_LOAN,false
L001722,C000331,2022-09-13,19421.99,3.66,36,CAR_LOAN,false
L001723,C000486,2021-02-05,8898.49,4.91,72,PERSONAL_LOAN,false
L001724,C000345,2019-09-14,11644.91,3.35,36,BIKE_LOAN,true
L001725,C000061,2023-11-03,16068.74,3.12,72,PERSONAL_LOAN,false
L001726,C000339,2022-12-01,15550.53,3.25,72,PERSONAL_LOAN,false
L001727,C000037,2021-10-30,39759.89,8.2,12,BIKE_LOAN,false
L001728,C000131,2019-04-08,29329.73,5.06,24,PERSONAL_LOAN,false
L001729,C000407,2023-06-19,34855.3,3.85,12,CAR_LOAN,false
L001730,C000309,2024-09-19,39333.57,3.95,72,BIKE_LOAN,false
L001731,C000494,2022-11-07,20710.31,6.33,36,PERSONAL_LOAN,false
L001732,C000464,2020-10-27,29891.15,4.47,72,BIKE_LOAN,false
L001733,C000043,2018-02-22,7247.5,7.34,24,PERSONAL_LOAN,false
L001734,C000303,2022-11-12,30956.4,3.12,72,BIKE_LOAN,false
L001735,C000429,2024-05-05,18784.54,5.61,72,BIKE_LOAN,true
L001736,C000056,2024-08-15,38204.64,6.36,12,PERSONAL_LOAN,false
L001737,C000495,2020-09-04,18149.43,6.54,60,BIKE_LOAN,false
L001738,C000368,2018-06-13,17586.79,7.23,48,PERSONAL_LOAN,false
L001739,C000020,2022-06-22,37152.75,6.27,48,PERSONAL_LOAN,false
L001740,C000111,2024-05-11,10590.98,6.28,36,CAR_LOAN,false
L001741,C000212,2018-04-27,33620.41,7.6,36,BIKE_LOAN,false
L001742,C000177,2021-12-14,43890.34,3.99,48,CAR_LOAN,false
L001743,C000358,2020-12-13,35281.67,3.46,60,PERSONAL_LOAN,false
L001744,C000380,2022-07-02,34639.4,7.19,24,BIKE_LOAN,false
L001745,C000171,2021-12-11,28888.91,6.94,24,BIKE_LOAN,false
L001746,C000052,2019-01-06,29856.97,4.38,48,PERSONAL_LOAN,false
L001747,C000196,2020-04-08,14116.58,6.74,36,BIKE_LOAN,false
L001748,C000459,2022-01-20,34700.38,8.26,36,CAR_LOAN,false
L001749,C000298,2021-06-25,41170.87,6.7,60,BIKE_LOAN,false
L001750,C000276,2019-12-30,19714.79,6.67,24,CAR_LOAN,false
L001751,C000307,2022-07-16,38792.77,3.37,36,PERSONAL_LOAN,false
L001752,C000069,2022-04-27,7352.29,8.24,36,PERSONAL_LOAN,false
L001753,C000043,2021-08-19,44976.43,5.16,12,CAR_LOAN,false
L001754,C000342,2021-01-26,4107.09,3.85,72,CAR_LOAN,false
L001755,C000116,2022-12-09,30211.59,3.8,12,BIKE_LOAN,false
L001756,C000011,2024-11-12,23297.48,5.13,60,PERSONAL_LOAN,false
L001757,C000099,2022-08-16,10814.44,5.61,48,PERSONAL_LOAN,false
L001758,C000462,2022-05-05,34365.3,6.74,36,BIKE_LOAN,false
L001759,C000187,2020-08-19,16446.5,4.64,72,CAR_LOAN,false
L001760,C000424,2020-10-08,36413.4,5.97,12,PERSONAL_LOAN,false
L001761,C000275,2021-07-08,7401.92,7.46,24,PERSONAL_LOAN,false
L001762,C000360,2024-03-19,37485.26,3.84,36,PERSONAL_LOAN,false
L001763,C000236,2024-12-09,21390.58,6.05,12,CAR_LOAN,true
L001764,C000230,2024-04-08,30311.66,7.88,48,PERSONAL_LOAN,false
L001765,C000350,2021-12-22,5747.34,6.81,60,BIKE_LOAN,false
L001766,C000373,2018-04-23,32971.71,5.44,72,CAR_LOAN,false
L001767,C000111,2023-01-26,16012.66,6.68,36,BIKE_LOAN,false
L001768,C000409,2023-09-12,42743.25,3.37,60,PERSONAL_LOAN,false
L001769,C000442,2018-01-28,43777.32,2.82,36,PERSONAL_LOAN,false
L001770,C000037,2024-11-19,5672.41,4.98,24,PERSONAL_LOAN,false
L001771,C000308,2020-01-05,38101.06,2.68,48,PERSONAL_LOAN,false
L001772,C000046,2019-01-21,42738.18,5.94,72,BIKE_LOAN,false
L001773,C000196,2023-04-28,8817.4,4.56,12,BIKE_LOAN,false
L001774,C000363,2022-10-29,39920.71,5.5,24,BIKE_LOAN,false
L001775,C000117,2021-12-09,44396.71,6.3,36,BIKE_LOAN,false
L001776,C000269,2020-11-21,3856.83,6.14,60,CAR_LOAN,false
L001777,C000049,2019-11-22,3072.61,8.41,12,CAR_LOAN,false
L001778,C000157,2018-04-24,36601.6,5.91,36,CAR_LOAN,false
L001779,C000097,2024-12-18,23924.46,5.71,36,CAR_LOAN,false
L001780,C000468,2019-09-26,28188.17,5.94,48,PERSONAL_LOAN,false
L001781,C000396,2019-12-29,24307.81,7.39,48,CAR_LOAN,false
L001782,C000479,2024-01-11,40305.81,7.26,12,BIKE_LOAN,false
L001783,C000056,2021-11-30,31687.35,6.04,24,CAR_LOAN,false
L001784,C000309,2019-09-28,44888.36,8.02,48,PERSONAL_LOAN,false
L001785,C000200,2023-01-09,42648.47,6.51,12,BIKE_LOAN,false
L001786,C000073,2020-09-07,43336.26,5.44,48,CAR_LOAN,false
L001787,C000470,2023-05-22,37058.11,7.96,72,PERSONAL_LOAN,false
L001788,C000267,2019-01-08,30867.53,4.42,60,PERSONAL_LOAN,false
L001789,C000273,2023-11-07,19555.77,5.78,24,BIKE_LOAN,false
L001790,C000230,2020-03-22,15304.28,6.26,48,BIKE_LOAN,false
L001791,C000252,2018-04-08,23632.06,4.43,48,PERSONAL_LOAN,false
L001792,C000255,2021-03-22,35375.39,6.69,60,CAR_LOAN,false
L001793,C000046,2021-06-11,40467.89,6.99,60,PERSONAL_LOAN,false
L001794,C000161,2018-07-16,25440.27,2.78,36,BIKE_LOAN,false
L001795,C000494,2024-01-12,5202.28,7.45,48,PERSONAL_LOAN,false
L001796,C000435,2020-01-01,24367.31,6.59,12,CAR_LOAN,false
L001797,C000487,2020-01-31,40478.96,6.77,12,PERSONAL_LOAN,false
L001798,C000106,2024-05-28,29897.69,2.59,48,CAR_LOAN,false
L001799,C000060,2021-04-04,3199.03,3.94,36,CAR_LOAN,false
L001800,C000424,2020-07-24,18614.92,7.53,12,CAR_LOAN,false
L001801,C000127,2024-12-21,31078.38,7.79,48,PERSONAL_LOAN,false
L001802,C000443,2021-06-22,11604.8,7.77,72,BIKE_LOAN,false
L001803,C000006,2022-08-31,37589.31,4.76,24,BIKE_LOAN,false
L001804,C000006,2022-06-08,4755.57,7.1,24,PERSONAL_LOAN,false
L001805,C000037,2019-04-14,7841.69,7.91,48,CAR_LOAN,false
L001806,C000168,2019-11-17,42627.13,4.04,72,PERSONAL_LOAN,false
L001807,C000204,2021-03-12,25522.92,4.21,60,BIKE_LOAN,false
L001808,C000062,2022-06-06,37560.85,7.8,12,PERSONAL_LOAN,false
L001809,C000103,2019-06-05,24765.47,2.71,48,CAR_LOAN,false
L001810,C000020,2022-05-09,10748.09,7.08,12,CAR_LOAN,false
L001811,C000190,2022-11-30,34010.55,5.15,12,PERSONAL_LOAN,false
L001812,C000393,2020-02-14,35279.07,6.85,12,PERSONAL_LOAN,true
L001813,C000079,2021-10-30,39098.48,4.0,24,BIKE_LOAN,false
L001814,C000462,2018-08-20,19435.1,3.42,36,PERSONAL_LOAN,false
L001815,C000095,2020-03-07,17107.32,6.83,12,BIKE_LOAN,false
L001816,C000126,2024-09-30,25199.38,5.84,24,PERSONAL_LOAN,false
L001817,C000030,2019-04-02,31760.04,4.96,60,CAR_LOAN,false
